Client Name,Count of PRIMARY_FAC_ID,Facility Name,Emission Amount(In Tons),Facility Type,Latitude,Longitude
BUTLER COLOR PRESS,1,BUTLER COLOR PRESS/BUTLER,1350.15,AEP - Air Emission Plant,40.866909,-79.87521
UNIVERSAL REFRACTORIES INC,1,UNIVERSAL REFRACTORI/WAMPUM,4201.0795,AEP - Air Emission Plant,40.890704,-80.343446
DOMINION ENERGY TRANS INC,1,DOMINION TRANS INC/ROCHESTER MILLS,2747.6388,AEP - Air Emission Plant,40.905372,-79.024253
NEW CASTLE POWER LLC,1,NEW CASTLE GENERATING STATION,300854.1575,AEP - Air Emission Plant,40.937955,-80.367924
PEOPLES NATURAL GAS CO LLC,1,PEOPLES NATURAL GAS CO/FISHER STA,1793.0545,AEP - Air Emission Plant,40.954661,-79.244319
ELLWOOD QUALITY STEELS CO,1,ELLWOOD QUALITY STEELS CO/NEW CASTLE PLT,42026.1774,AEP - Air Emission Plant,40.991756,-80.350797
ELLWOOD MILL PROD CO,1,ELLWOOD MILL PROD CO/NEW CASTLE,39710.7921,AEP - Air Emission Plant,40.993306,-80.347023
CALUMET KARNS CITY REF LLC,1,CALUMET KARNS CITY REF LLC/KARNS CITY,35520.545,AEP - Air Emission Plant,40.996056,-79.725119
SONNEBORN LLC,1,SONNEBORN INC/PETROLIA PLT,150525.22,AEP - Air Emission Plant,41.012639,-79.717783
INDSPEC CHEM CORP,1,INDSPEC CHEM CORP/PETROLIA,69.6068,AEP - Air Emission Plant,41.018305,-79.716959
LINDY PAVING INC,1,LINDY PAVING/HILLSVILLE ASPHALT PLT,2542.052,AEP - Air Emission Plant,41.019412,-80.500828
PA STATE SYS OF HIGHER ED SLIPPERY ROCK UNIV,1,PA STATE SYS OF HIGHER ED/SLIPPERY ROCK UNIV PA,11296.1829,AEP - Air Emission Plant,41.059816,-80.049962
WASTE MGMT DSPL SVC OF PA INC,1,WASTE MGMT DSPL SVC/NORTHWEST SANI LDFL,11116.02,AEP - Air Emission Plant,41.083323,-79.916766
GROVE CITY COLL,1,GROVE CITY COLL/GROVE CITY,6328.4285,AEP - Air Emission Plant,41.154388,-80.08173
WABTEC US RAIL INC,1,GE TRANS GROVE CITY ENGINE,12379.349,AEP - Air Emission Plant,41.168353,-80.108083
WABTEC US RAIL INC,1,GE TRANS GROVE CITY REMANUFACTURING,826.8177,AEP - Air Emission Plant,41.168639,-80.066083
HERMITAGE MUNI AUTH MERCER CNTY,1,HERMITAGE MUNI AUTH/HERMITAGE WPCP,2695.0925,AEP - Air Emission Plant,41.192983,-80.470083
CHAMPION CARRIER CORP,1,CHAMPION CARRIER CORP/HERMITAGE,1430.19,AEP - Air Emission Plant,41.194567,-80.468733
JOHN MANEELY CO DBA WHEATLAND TUBE CO,1,WHEATLAND TUBE CO DI/WHEATLAND TUBE DIV,58.2792,AEP - Air Emission Plant,41.19486,-80.493774
LINDY PAVING INC,1,LINDY PAVING/WHEATLAND ASPHALT PLT,4049.084,AEP - Air Emission Plant,41.198508,-80.504121
CCL CONTAINER HERMITAGE INC,1,CCL CONTAINER/ADVANCED MONOBLOC AEROSOL DIV,9662.5118,AEP - Air Emission Plant,41.198857,-80.481101
WHEATLAND TUBE LLC,1,SHARON TUBE CO/CHURCH ST PLT,20386.9095,AEP - Air Emission Plant,41.203056,-80.502222
TOP GUN INVESTMENT CORP II,1,NLMK PENNSYLVANIA LLC/FARRELL PLT,211803.5866,AEP - Air Emission Plant,41.212945,-80.509738
NLMK PA CORP,1,SHARON COATING LLC/SHARON,40786.605,AEP - Air Emission Plant,41.236881,-80.50395
KINDER MORGAN INC,1,TENNESSEE GAS PIPELINE CO LLC/MERCER STA 219,39089.1158,AEP - Air Emission Plant,41.26755,-80.274143
METAL LITHO & LAMINATING LLC,1,DBA SELECT METAL LITHO GREENVILLE,1590.87,AEP - Air Emission Plant,41.351353,-80.404943
SALEM TUBE INC,1,SALEM TUBE INC/GREENVILLE REYNOLDS IND PK,2440.2314,AEP - Air Emission Plant,41.355528,-80.411241
GREENVILLE METALS INC,1,GREENVILLE METALS INC/TRANSFER,3539.7328,AEP - Air Emission Plant,41.358563,-80.405833
HODGE FOUNDRY INC,1,HODGE FOUNDRY/GREENVILLE,395.0208,AEP - Air Emission Plant,41.399968,-80.35007
CNX GAS CO LLC,1,CNX GAS CO LLC/COMP STA 15,926.257,CompressorStation,39.72156,-80.37863
DIVERSIFIED OIL & GAS LLC,1,DIVERSIFIED OIL & GAS LLC/RYAN COMPRESSOR STA,891.1846,CompressorStation,39.721944,-79.649167
LPR ENERGY LLC,1,LPR ENERGY LLC/HENRY CLAY COMPRESSOR,33.7977,CompressorStation,39.722717,-79.505132
COLUMBIA GAS TRANS,1,COLUMBIA GAS TRANS CORP/SALISBURY COMP STA,16425.52,CompressorStation,39.723,-79.008
LPR MIDSTREAM PARTNERS LLC,1,PMG ALLEN MIDSTREAM FAC,535.3766,CompressorStation,39.725339,-79.350936
REGENCY NEPA GAS GATHERING LLC,1,PVR NEPA GAS GATHERING LLC/GREENE CNTY SOUTH COMP STA,3426.928,CompressorStation,39.734175,-80.327667
INR OPR LLC,1,INR OPERATING LLC/WEST SUMMIT COMP STA,2823.9776,CompressorStation,39.73437,-79.80091
EQUITRANS LP,1,EQUITRANS LP/MT MORRIS COMP STA,0.3556,CompressorStation,39.73903,-80.066366
CNX GAS CO LLC,1,CNX GAS CO LLC/ CNX 14,744.504,CompressorStation,39.739772,-80.353493
EQM POSEIDON MIDSTREAM LLC,1,EQM POSEIDON MIDSTREAM/CYGRYMUS COMP STA,8322.4368,CompressorStation,39.740569,-80.394489
LAUREL MTN MIDSTREAM OPR LLC,1,LAUREL MTN MIDSTREAM OPR LLC/SPRINGHILL COMP STA,6476.1276,CompressorStation,39.751111,-79.8731
CNX GAS CO LLC,1,CNX GAS CO LLC/CNX 8,2.615,CompressorStation,39.75113,-80.36784
CNX GAS CO LLC,1,CNX GAS CO LLC / PINEBANK,4593.096,CompressorStation,39.758333,-80.318056
CNX GAS CO LLC,1,CNX GAS CO LLC/ CNX 10,1854.757,CompressorStation,39.76296,-80.40634
CNX GAS CO LLC,1,CNX GAS CO LLC/ CNX 25,0.529,CompressorStation,39.76452,-80.42405
CNX GAS CO LLC,1,CNX GAS CO LLC/BOOSTER STA 1,2.619,CompressorStation,39.766667,-80.321667
CNX GAS CO LLC,1,CNX GAS CO LLC/CNX 11,1201.083,CompressorStation,39.7708,-80.2514
CNX GAS CO LLC,1,CNX GAS CO LLC/ BOOSTER 13,1854.74,CompressorStation,39.7847,-80.33022
LAUREL MTN MIDSTREAM OPR LLC,1,LAUREL MTN MIDSTREAM OPR LLC/BROWN COMP STA,26571.3851,CompressorStation,39.803333,-80
RANGE RESOURCES APPALACHIA LLC,1,RANGE RESOURCES APPALACHIA/APTED COMP STA,2442.8241,CompressorStation,39.810556,-80.006944
ENERGY CORP OF AMER,1,VECCHIO COMP STA,602.1097,CompressorStation,39.825556,-80.039444
COAL GAS RECOVERY II LLC,1,CONTURA PENNSYLVANIA LAND LLC/DYERS FORK PLT,6771.6551,CompressorStation,39.836111,-80.128611
DIVERSIFIED PROD LLC,1,ALLIANCE PETRO LLC / GORDON HILL,217.8037,CompressorStation,39.847788,-80.152138
GREYLOCK MIDSTREAM LLC,1,GREYLOCK MIDSTREAM LLC/VERES COMP STA,17689.7984,CompressorStation,39.856111,-80.086667
REGENCY MARCELLUS GAS GATHERING LLC,1,REGENCY MARCELLUS GAS GATHERING/MILESKY COMP STA,2020.672,CompressorStation,39.859725,-80.241833
EQUITRANS LP,1,EQUITRANS LP/ROGERSVILLE COMP STA,7376.5249,CompressorStation,39.877296,-80.266736
GREYLOCK MIDSTREAM LLC,1,GREYLOCK MIDSTREAM LLC/CUMBERLAND HENDERSON COMP STA,14882.0154,CompressorStation,39.884733,-80.025833
EQM POSEIDON MIDSTREAM LLC,1,EQM POSEIDON MIDSTREAM/PETTIT COMP STA,35685.8425,CompressorStation,39.888056,-80.371389
EQUITRANS LP,1,EQUITRANS/WAYNESBURG PLT,8293.0163,CompressorStation,39.891642,-80.183365
EQM POSEIDON MIDSTREAM LLC,1,EQM POSEIDON MIDSTREAM/WIND RIDGE COMP STA,1924.0296,CompressorStation,39.895833,-80.4375
COLUMBIA GAS TRANS,1,COLUMBIA GAS TRANS CORP/WAYNESBURG COMP STA,28631.48,CompressorStation,39.896389,-80.216389
CNX MIDSTREAM OPR CO LLC,1,CNX MIDSTREAM OPR CO LLC/MCQUAY COMP STA,3445.102,CompressorStation,39.898611,-80.290278
NATL FUEL GAS SUPPLY CORP,1,NATL FUEL GAS SUPPLY CORP / HOLBROOK INTERCONNECT,24.0746,CompressorStation,39.9,-80.447222
GREYLOCK MIDSTREAM LLC,1,GREYLOCK MIDSTREAM LLC/KUHL-SKIB COMP STA,19100.9565,CompressorStation,39.905278,-80.070556
CNX GAS CO LLC,1,CNX GAS CO LLC/GREEN HILL PROC PLT,253.887,CompressorStation,39.906944,-80.264444
EQM GATHERING OPCO LLC,1,EQM GATHERING OPCO LLC/HALO COMP STA,53276.4562,CompressorStation,39.90729,-80.31542
EQM POSEIDON MIDSTREAM LLC,1,EQM POSEIDON MIDSTREAM/TEN MILE COMP STA,11953.7228,CompressorStation,39.908433,-80.140461
CNX MIDSTREAM OPR CO LLC,1,CNX MIDSTREAM OPR CO LLC/GH6 RUSH RUN COMP STA,15131.129,CompressorStation,39.908611,-80.274444
EQUITRANS LP,1,EQUITRANS LP/JEFFERSON COMP STA,46501.2465,CompressorStation,39.909167,-80.075278
EQUITRANS LP,1,EQUITRANS INC/PRATT COMP STA,18818.1868,CompressorStation,39.912472,-80.128302
EQM POSEIDON MIDSTREAM LLC,1,EQM POSEIDON MIDSTREAM/PATTON COMP STA,2069.1324,CompressorStation,39.914044,-80.245067
LAUREL MTN MIDSTREAM OPR LLC,1,LAUREL MTN MIDSTREAM OPR LLC/CANTARAL COMP STA,43028.2736,CompressorStation,39.916419,-80.222056
LAUREL MTN MIDSTREAM OPR LLC,1,LAUREL MTN MIDSTREAM OPR LLC/PRAH COMP STA,5687.9886,CompressorStation,39.916422,-79.865258
EQM GATHERING OPCO LLC,1,EQM GATHERING OPCO LLC/HOPEWELL RIDGE INTERCONNECT STA,7668.993,CompressorStation,39.917778,-80.288611
CNX MIDSTREAM OPR CO LLC,1,CNX MIDSTREAM OPR CO LLC/HOPEWELL STATION,49335.838,CompressorStation,39.917778,-80.293056
LAUREL MTN MIDSTREAM OPR LLC,1,LAUREL MTN MIDSTREAM OPR LLC/SHAMROCK COMP STA,66771.9446,CompressorStation,39.918333,-79.825
LAUREL MTN MIDSTREAM OPR LLC,1,LAUREL MTN MIDSTREAM OPR LLC/DAVIS COMP STA,6850.7645,CompressorStation,39.919522,-80.024145
EQM GATHERING OPCO LLC,1,EQM GATHERING OPCO LLC/EUROPA COMP STA,18666.5007,CompressorStation,39.929694,-80.296
DIVERSIFIED PROD LLC,1,ALLIANCE PETROLEUM CORP/ECKHARDT COMP STA,430.5998,CompressorStation,39.933333,-79.268611
CNX GAS CO LLC,1,CNX GAS CO LLC / KINGSBRIDGE,0,CompressorStation,39.933403,-79.269599
RANGE RESOURCES APPALACHIA LLC,1,APOLLO RESOURCES LLC/VOYTEK COMP STA,935.5903,CompressorStation,39.935,-79.8
LPR MIDSTREAM PARTNERS LLC,1,MILLER CONNECT COMPRESSOR STA,2029.8183,CompressorStation,39.936111,-79.228611
MTN GATHERING LLC,1,MTN GATHERING/HALL COMP STA,6.93,CompressorStation,39.9375,-79.469444
RANGE RESOURCES APPALACHIA LLC,1,APOLLO RESOURCES LLC/SGL 51 COMP STA,583.6482,CompressorStation,39.939167,-79.5389
EQM GATHERING OPCO LLC,1,EQM GATHERING OPCO LLC/CALLISTO COMP STA,91178.9561,CompressorStation,39.941389,-80.264444
CONE GATHERING LLC,1,CONE GATHERING LLC/MORRIS DEHY STATION,39348.918,CompressorStation,39.947222,-80.371667
EQM GATHERING OPCO LLC,1,EQM GATHERING OPCO LLC/IO COMP STA,53591.3584,CompressorStation,39.955556,-80.130278
CNX GAS CO LLC,1,CNX GAS CO LLC/ IAMS COMP STA,3787.032,CompressorStation,39.96149,-80.2851
EQM GATHERING OPCO LLC,1,EQM GATHERING OPCO LLC/JUPITER COMP STA,64880.7202,CompressorStation,39.967222,-80.110917
EQM GATHERING OPCO LLC,1,EQM GATHERING OPCO LLC/PIPERS RIDGE INTERCONNECT,6949.7662,CompressorStation,39.971944,-80.124722
LAUREL MTN MIDSTREAM OPR LLC,1,LAUREL MTN MIDSTREAM OPR LLC/DUNBAR COMP STA,5851.5384,CompressorStation,39.975576,-79.662295
CNX GAS CO LLC,1,CNX GAS CO LLC/DEER LICK COMP STA,5723.559,CompressorStation,39.984722,-80.286111
EQM GATHERING OPCO LLC,1,EQM GATHERING OPCO LLC/STEELHEAD COMP STA,1970.5274,CompressorStation,40.012622,-80.1178
DIVERSIFIED PROD LLC,1,ALLIANCE PETROLEUM CORP/KENNEDY COMP STA,144.1283,CompressorStation,40.013889,-79.653889
EQT CORP,1,EQT GATHERING LLC/AMITY INTERCONNECT STA,139.7762,CompressorStation,40.024,-80.163111
MTN GATHERING LLC,1,MTN GATHERING/ADAMS COMP STA,6074.14,CompressorStation,40.030833,-79.644167
CHEVRON APPALACHIA LLC,1,CHEVRON APPALACHIA LLC/DEEMSTON WICKS COMP STA,4087.4674,CompressorStation,40.031013,-80.019956
CNX MIDSTREAM OPR CO LLC,1,CNX MIDSTREAM OPR CO LLC/NV-57 COMP STA,13021.8,CompressorStation,40.032117,-80.318903
MTN GATHERING LLC,1,MTN GATHERING LLC/MILLS,180.8692,CompressorStation,40.03468,-79.707333
KEYROCK ENERGY LLC,1,KEYROCK ENERGY LLC/CONNELSVILLE COMP STA,287.316,CompressorStation,40.03491,-79.64521
KRIEBEL MINERALS INC,1,KRIEBEL MINERALS/WEAVER CENTERVILLE STA,1258.8769,CompressorStation,40.043958,-80.040163
EQM GATHERING OPCO LLC,1,EQM GATHERING OPCO LLC/MAKO COMP STA,106678.2472,CompressorStation,40.062219,-80.203369
MTN V OIL & GAS INC,1,MTN V OIL & GAS/HIXENBAUGH COMP,366.0213,CompressorStation,40.062222,-80.1175
LAUREL MTN MIDSTREAM OPR LLC,1,LAUREL MTN MIDSTREAM OPR LLC/PRITTS COMP STA,3879.8013,CompressorStation,40.06628,-79.6337
EQM POSEIDON MIDSTREAM LLC,1,EQM POSEIDON MIDSTREAM/BLUE MOON COMP STA,133400.0069,CompressorStation,40.0775,-79.9975
MARKWEST LIBERTY MIDSTREAM & RESOURCES LLC,1,MARKWEST LIBERTY MIDSTREAM/BAKER COMP STA,24789.2704,CompressorStation,40.080556,-80.222778
RANGE RESOURCES APPALACHIA LLC,1,APOLLO RESOURCES LLC/RUMBAUGH COMP STA,3162.4371,CompressorStation,40.08467,-79.63655
EQM POSEIDON MIDSTREAM LLC,1,EQM POSEIDON MIDSTREAM/TWILIGHT COMP STA,39485.272,CompressorStation,40.101269,-79.9944
EQM POSEIDON MIDSTREAM LLC,1,EQM POSEIDON MIDSTREAM/KRYPTONITE COMP STA,42833.0203,CompressorStation,40.101706,-80.174953
MARKWEST LIBERTY MIDSTREAM & RESOURCES LLC,1,MARKWEST LIBERTY MIDSTREAM/ CARPENTER COMP STA,66084.4771,CompressorStation,40.1025,-80.479167
DIVERSIFIED PROD LLC,1,ALLIANCE PETROLEUM CORP/CALIFORNIA COMP STA,1297.0469,CompressorStation,40.106198,-79.942621
RANGE RESOURCES APPALACHIA LLC,1,RANGE RESOURCES APPALACHIA/LAYMAN COMP STA,1826.1318,CompressorStation,40.108605,-79.635912
UGI GIBRALTAR GATHERING LLC,1,UGI GIBRALTAR GATHERING LLC/GIBRALTAR COMP STA,855.55,CompressorStation,40.109444,-80.445556
MARKWEST LIBERTY MIDSTREAM & RESOURCES LLC,1,MARKWEST LIBERTY M&R/TUPTA DAY COMP STA,16492.4065,CompressorStation,40.112222,-80.223333
KEYROCK ENERGY LLC,1,KEYROCK ENERGY LLC/HRIBAL COMP STA,463.203,CompressorStation,40.135319,-79.565322
MARKWEST LIBERTY MIDSTREAM & RESOURCES LLC,1,MARKWEST LIBERTY MIDSTREAM & RESOURCES/REDD COMP STA,5554.8006,CompressorStation,40.142939,-80.198739
COLUMBIA GAS TRANS,1,COLUMBIA GAS TRANS LLC/REDD FARM COMP STA,17622.82,CompressorStation,40.145,-80.203889
NATL FUEL GAS SUPPLY CORP,1,NATL FUEL SUPPLY CORP/BUFFALO COMP STA,4587.4757,CompressorStation,40.158611,-80.343611
MARKWEST LIBERTY MIDSTREAM & RESOURCES LLC,1,MARKWEST LIBERTY MID & RES / HOSKINS BOOSTER COMP STA,13928.1951,CompressorStation,40.18,-80.411389
KRIEBEL MINERALS INC,1,KRIEBEL MINERALS INC/LYNN COMP STA,1543.3711,CompressorStation,40.181975,-79.5535
K PETROLEUM INC,1,K PETROLEUM INC/HACKETT COMP STA,1487.8524,CompressorStation,40.185,-80.008333
MARKWEST LIBERTY MIDSTREAM & RESOURCES LLC,1,MARKWEST LIBERTY MIDSTREAM/WELLING COMP STA,52540.5374,CompressorStation,40.188889,-80.358889
EQUITRANS LP,1,EQUITRANS LP/GINGER HILL SITE,1484.1099,CompressorStation,40.19267,-80.01553
KRIEBEL MINERALS INC,1,KRIEBEL MINERALS INC / ROSTRAVER RT 51 COMPRESSOR,1576.3486,CompressorStation,40.212472,-79.879731
DIVERSIFIED PROD LLC,1,ALLIANCE PETROLEUM CORP/SILVIS COMP STA,225.2222,CompressorStation,40.222714,-79.552834
KEYROCK ENERGY LLC,1,KEYROCK ENERGY LLC/UNITY COMP STA,783.3905,CompressorStation,40.225052,-79.510917
PEOPLES NATURAL GAS CO LLC,1,AVC/WALL COMPRESSOR STA,817.5897,CompressorStation,40.229444,-79.881111
DIVERSIFIED PROD LLC,1,ALLIANCE PETRO CO LLC/CONEMAUGH COMP STA,490.1219,CompressorStation,40.229484,-79.098138
LAUREL MTN MIDSTREAM OPR LLC,1,LAUREL MTN MIDSTREAM OPR LLC/HERMINIE COMP STA,25734.9385,CompressorStation,40.23655,-79.7575
MARKWEST LIBERTY MIDSTREAM & RESOURCES LLC,1,MARKWEST LIBERTY MIDSTREAM & RESOURCES/SHAW COMP STA,30232.9987,CompressorStation,40.237778,-80.282222
MARKWEST LIBERTY MIDSTREAM & RESOURCES LLC,1,MARKWEST LIBERTY MIDSTREAM/DRYER BOOSTER COMP STA,13187.6545,CompressorStation,40.24,-80.471944
EQUITABLE GATHERING LP,1,EQT GATHERING LLC / APPLEGATE COMPRESSOR STA,1694.7282,CompressorStation,40.242778,-79.918056
MARKWEST LIBERTY MIDSTREAM & RESOURCES LLC,1,MARKWEST LIBERTY MIDSTREAM & RESOURCES/LOWRY COMP STA,16176.9755,CompressorStation,40.243889,-80.364722
MARKWEST LIBERTY MIDSTREAM & RESOURCES LLC,1,MARKWEST LIBERTY MIDSTREAM & RESOURCES/GODWIN COMP STA,23881.5325,CompressorStation,40.245,-80.307778
PEOPLES NATURAL GAS CO LLC,1,PEOPLES NATURAL GAS/ARMBRUST COMP STA,419.8124,CompressorStation,40.256111,-79.553333
EQM GATHERING OPCO LLC,1,EQM GATHERING OPCO LLC/MCINTOSH COMP STA,25868.5675,CompressorStation,40.25841,-79.95922
MARKWEST LIBERTY MIDSTREAM & RESOURCES LLC,1,MARKWEST LIBERTY MIDSTREAM & RESOURCES/HOUSTON GAS PLT,187395.9316,CompressorStation,40.262113,-80.254966
COLUMBIA GAS TRANS,1,COLUMBIA GAS TRANS CORP/DONEGAL COMP STA,5026.31,CompressorStation,40.269471,-80.433348
MARKWEST LIBERTY MIDSTREAM & RESOURCES LLC,1,MARKWEST LIBERTY MIDSTREAM & RESOURCES/JOHNSTON COMP STA,23979.9837,CompressorStation,40.276111,-80.233611
EQUITRANS LP,1,EQUITRANS LP / TEPE STA,515.5356,CompressorStation,40.281389,-79.917222
MARKWEST LIBERTY MIDSTREAM & RESOURCES LLC,1,MARKWEST LIBERTY MIDSTREAM & RESOURCES/NANCY STEWART,26965.547,CompressorStation,40.282778,-80.349444
MARKWEST LIBERTY MIDSTREAM & RESOURCES LLC,1,MARKWEST LIBERTY MIDSTREAM & RESOURCES/FULTON BOOSTER STA,19048.0253,CompressorStation,40.285,-80.300556
MARKWEST LIBERTY MIDSTREAM & RESOURCES LLC,1,MARKWEST LIBERTY MIDSTREAM/BRIGICH COMP STA,25575.9402,CompressorStation,40.291857,-80.239002
DIVERSIFIED PROD LLC,1,ALLIANCE PETROLEUM BEAVER ROAD,1836.0966,CompressorStation,40.295684,-79.627667
CNX GAS CO LLC,1,CNX GAS CO LLC/ TROY COMP STA,0,CompressorStation,40.299307,-79.459325
MARKWEST LIBERTY MIDSTREAM & RESOURCES LLC,1,MARKWEST/THREE BROTHERS COMP STA,68738.9347,CompressorStation,40.331944,-80.378333
EQUITRANS LP,1,EQUITRANS LP/W FAIRFIELD COMP STA,1.1865,CompressorStation,40.333333,-79.116667
RW GATHERING LLC,1,RW GATHERING LLC/ECKER BERGMAN RD COMP STA,4056.9932,CompressorStation,40.353333,-79.302778
TEXAS KEYSTONE INC,1,TEXAS KEYSTONE INC/MURPHY COMP STA,563.6436,CompressorStation,40.354253,-79.112308
PEOPLES NATURAL GAS CO LLC,1,PEOPLES NATURAL GAS CO/ARNOLD COMP STA,3391.324,CompressorStation,40.3623,-79.4316
LAUREL MTN MIDSTREAM OPR LLC,1,LAUREL MTN MIDSTREAM OPR LLC/SALEM COMP STA,997.9866,CompressorStation,40.378194,-79.492917
MARKWEST LIBERTY MIDSTREAM & RESOURCES LLC,1,MARKWEST/IMPERIAL CIBUS RANCH COMP STA,8651.9963,CompressorStation,40.380278,-80.284444
RE GAS DEV LLC,1,RE GAS DEV/ORGOVAN COMP STA,529.5514,CompressorStation,40.385694,-79.401944
COLUMBIA GAS TRANS,1,COLUMBIA GAS TRANS CORP/DELMONT COMP STA,2093.0044,CompressorStation,40.38708,-79.563846
RW GATHERING LLC,1,RW GATHERING LLC/SALEM COMP STA,6436.056,CompressorStation,40.390833,-79.336111
MARKWEST LIBERTY MIDSTREAM & RESOURCES LLC,1,MARKWEST LIBERTY MIDSTREAM & RESOURCES/HARMON CREEK GAS PLT,1754.2263,CompressorStation,40.401217,-80.357286
DOMINION ENERGY TRANS INC,1,DOMINION ENERGY TRANS INC/ROCK SPRINGS COMP STA,1275.3016,CompressorStation,40.405169,-79.554625
ETC NORTHEAST PIPELINE LLC,1,ETC NORTHEAST PIPELINE/REVOLUTION CRYO PLT,862.016,CompressorStation,40.411944,-80.349167
ROVER PIPELINE LLC,1,ROVER PIPELINE LLC/BULGER COMP STA,0.914,CompressorStation,40.413503,-80.355317
EQUITRANS LP,1,EQUITRANS LP/RAGER MTN LAUREL RIDGE STA,15580.483,CompressorStation,40.415188,-78.928593
MARKWEST LIBERTY MIDSTREAM & RESOURCES LLC,1,MARKWEST LIBERTY MIDSTREAM/SMITH COMP STA,65115.4125,CompressorStation,40.417778,-80.356667
LAUREL MTN MIDSTREAM OPR LLC,1,LAUREL MTN MIDSTREAM OPR LLC/CLYDE COMP STA,1549.2564,CompressorStation,40.43224,-79.07692
DIVERSIFIED PROD LLC,1,ALLIANCE PETROLEUM CORP/BESSIE 8 COMP STA,1458.8301,CompressorStation,40.436125,-78.939986
DIVERSIFIED PROD LLC,1,ALLIANCE PETROLEUM CORP/ERNEST COMP STA,414.2707,CompressorStation,40.4675,-79.154
HUNTLEY & HUNTLEY INC,1,D & B GAS PROD LLC/BOARST COMP STA,0,CompressorStation,40.468611,-79.641667
MTN GATHERING LLC,1,MTN GATHERING LLC/10078 MAINLINE COMP STA,147.1838,CompressorStation,40.470833,-79.65
DIVERSIFIED PROD LLC,1,ALLIANCE PETROLEUM CORP/DILLTOWN COMP STA,2465.0574,CompressorStation,40.472,-78.969
MARKWEST LIBERTY MIDSTREAM & RESOURCES LLC,1,MARKWEST LIBERTY MIDSTREAM RES/DOWN HOME COMPRESSOR STATION,15958.6307,CompressorStation,40.473333,-80.358056
DIVERSIFIED PROD LLC,1,ALLIANCE PETROLUEM CORP/MALONE COMP STA,520.3523,CompressorStation,40.489722,-79.4075
FATE VENTURES LLC,1,FATE VENTURES CLAWSON COMP STA,1378.4056,CompressorStation,40.491111,-79.270278
HUNTLEY & HUNTLEY INC,1,D & B GAS PROD LLC/WASHINGTON STATION,464.6293,CompressorStation,40.496667,-79.620556
CNX MIDSTREAM OPR CO LLC,1,CNX MIDSTREAM OPR CO LLC/MAMONT COMP STA,26416.826,CompressorStation,40.506667,-79.564444
PEOPLES NATURAL GAS CO LLC,1,PEOPLES NATURAL GAS/MERWIN COMP STA,649.379,CompressorStation,40.508333,-79.620278
RANGE RESOURCES APPALACHIA LLC,1,RANGE RESOURCES APPALACHIA/BLACKLICK STA,165.1435,CompressorStation,40.513825,-79.277489
PEOPLES NATURAL GAS CO LLC,1,PEOPLES NATURAL GAS/EGRY STA,1816.7345,CompressorStation,40.514444,-79.349167
HUNTLEY & HUNTLEY INC,1,D & B GAS PROD LLC/TARPAY STA,228.307,CompressorStation,40.522222,-79.618611
MTN GATHERING LLC,1,MOUNTAIN GATHERING/HOMER CITY PP COMP STA,1475.813,CompressorStation,40.53821,-79.19395
DIVERSIFIED PROD LLC,1,ALLIANCE PETROLEUM CORP/BELL POINT COMP STA,1947.9264,CompressorStation,40.541326,-79.533841
CNX GAS CO LLC,1,CNX GAS CO LLC / WENSHEIMER COMP FUEL,325.6048,CompressorStation,40.553985,-79.206384
SUPERIOR APPALACHIAN PIPELINE LLC,1,SUPERIOR APPALACHIAN PIPELINE/FRAZER,17689.9657,CompressorStation,40.577247,-79.8109
DIVERSIFIED PROD LLC,1,ALLIANCE PETROLEUM CORP/SPURLIN COMP STA,210.1078,CompressorStation,40.579722,-79.233056
MTN GATHERING LLC,1,MTN GATHERING LLC/ CARNEY COMP STA,229.3321,CompressorStation,40.582069,-79.288158
DIVERSIFIED PROD LLC,1,ALLIANCE PETROLEUM CORP/HOMER CITY STA,1805.5696,CompressorStation,40.586389,-79.1035
EXCO RESOURCES PA LLC,1,EXCO RESOURCES PA INC/ NOLO COMP STA,14.4058,CompressorStation,40.587592,-78.930082
EXCO RESOURCES PA LLC,1,EXCO RESOURCES PA INC/RISINGER COMP STA,61.6068,CompressorStation,40.59227,-79.18527
LAUREL MTN MIDSTREAM OPR LLC,1,LAUREL MTN MIDSTREAM OPR LLC/BEAGLE DEHY STA,183.6512,CompressorStation,40.597806,-79.399667
CONSOL GAS CO,1,CNX GAS CO LLC/FENTON COMP STA,487.2999,CompressorStation,40.598645,-79.203989
DIVERSIFIED PROD LLC,1,CLARK COMPRESSOR STATION,184.8131,CompressorStation,40.6236,-79.4938
CNX GAS CO LLC,1,CNX GAS CO LLC/ TRIMARCHI GAS COMP STA,677.1532,CompressorStation,40.63706,-79.241738
CNX GAS CO LLC,1,CNX GAS CO LLC/ BALBO,940.2586,CompressorStation,40.645894,-79.388486
CNX GAS CO LLC,2,CNX GAS CO LLC / BEATTY WRIGHT,340.8418,CompressorStation,40.646293,-79.118202
PEOPLES NATURAL GAS CO LLC,1,PEOPLES NATURAL GAS CO LLC/CREEKSIDE COMP STA,680.8643,CompressorStation,40.6525,-79.181667
CNX GAS CO LLC,1,CNX GAS CO LLC / IRWIN,76.5464,CompressorStation,40.658108,-79.626809
EXCO RESOURCES PA INC,1,EXCO RESOURCES PA INC/WANDIN STA,274.055,CompressorStation,40.663944,-78.938167
CNX GAS CO LLC,1,CNX GAS CO LLC/ CONSOL COMP STA,846.3232,CompressorStation,40.669292,-79.226393
