Client Name,Count of PRIMARY_FAC_ID,Facility Name,Emission Amount(In Tons),Facility Type,Latitude,Longitude
EQT PROD CO,1,J&J 591565,13.95404,GasWell,39.995028,-80.206483
EQT PROD CO,1,J&J 591566,7.24742,GasWell,39.995056,-80.206444
EQT PROD CO,1,J&J 591567,7.11554,GasWell,39.995083,-80.206403
EQT PROD CO,1,BIG SKY 592766,7.20298,GasWell,39.995083,-80.221869
EQT PROD CO,1,BIG SKY 592765,7.18867,GasWell,39.995097,-80.2219
EQT PROD CO,1,BIG SKY 593061,4.74369,GasWell,39.995106,-80.222053
EQT PROD CO,1,J&J 591568,7.11554,GasWell,39.995111,-80.206364
EQT PROD CO,1,BIG SKY 592764,7.17799,GasWell,39.995114,-80.221928
EQT PROD CO,1,BIG SKY 592763,7.14437,GasWell,39.995128,-80.221958
EQT PROD CO,1,BIG SKY 593060,4.96636,GasWell,39.995131,-80.222097
EQT PROD CO,1,J&J 591569,7.11554,GasWell,39.995139,-80.206325
EQT PROD CO,1,BIG SKY 592762,7.23722,GasWell,39.995144,-80.221989
EQT PROD CO,1,BIG SKY 593059,7.11554,GasWell,39.995153,-80.222142
EQT PROD CO,1,J&J 591570,7.11554,GasWell,39.995167,-80.206283
EQT PROD CO,1,BIG SKY 591323,7.11554,GasWell,39.995167,-80.222033
EQT PROD CO,1,BIG SKY 593058,7.11554,GasWell,39.995175,-80.222186
EQT PROD CO,1,BIG SKY 591322,7.11554,GasWell,39.995189,-80.222078
EQT PROD CO,1,J&J 591571,7.11554,GasWell,39.995194,-80.206244
EQT PROD CO,1,BIG SKY 593057,7.11554,GasWell,39.995197,-80.222231
EQT PROD CO,1,BIG SKY 591321,7.11554,GasWell,39.995211,-80.222122
EQT PROD CO,1,BIG SKY 593056,7.11554,GasWell,39.995219,-80.222275
EQT PROD CO,1,J&J 591572,7.11554,GasWell,39.995222,-80.206206
EQT PROD CO,1,BIG SKY 591320,7.11554,GasWell,39.995233,-80.222167
EQT PROD CO,1,BIG SKY 593055,7.11554,GasWell,39.995242,-80.222319
EQT PROD CO,1,J&J 592013,7.11554,GasWell,39.995247,-80.206167
EQT PROD CO,1,BIG SKY 591318,7.34684,GasWell,39.995256,-80.222211
EQT PROD CO,1,BIG SKY 593054,7.11554,GasWell,39.995264,-80.222364
EQT PROD CO,1,J&J 592014,7.11554,GasWell,39.995275,-80.206125
EQT PROD CO,1,BIG SKY 593053,7.11554,GasWell,39.995289,-80.222411
EQT PROD CO,1,BIG SKY 591317,37.88575,GasWell,39.995303,-80.222303
EQT PROD CO,1,BIG SKY 593052,7.14065,GasWell,39.995311,-80.222456
EQT PROD CO,1,BIG SKY 592109,7.11554,GasWell,39.995325,-80.222347
EQT PROD CO,1,BIG SKY 592110,7.20035,GasWell,39.995347,-80.222392
CNX GAS CO LLC,1,BENNETT NV19BCV,250.60568,GasWell,39.9958,-80.278344
CHEVRON APPALACHIA LLC,1,RANKIN UNIT 2H,660.95879,GasWell,39.996831,-80.060122
CNX GAS CO LLC,1,MOONEY NV48BHS,271.37349,GasWell,39.9973,-80.301303
DIVERSIFIED OIL & GAS LLC,1,LEICHLITER 6,7.28184,GasWell,39.998567,-79.807175
CNX GAS CO LLC,1,CONRHEIN NV25ACV,248.32622,GasWell,39.998989,-80.290453
EQT PROD CO,1,KOCI 590500,7.21667,GasWell,39.999108,-80.106756
EQT PROD CO,1,KOCI 590499,21.3294,GasWell,39.999111,-80.106806
EQT PROD CO,1,KOCI 590501,7.19234,GasWell,39.999117,-80.106703
EQT PROD CO,1,KOCI 592403,7.28757,GasWell,39.999119,-80.106667
EQT PROD CO,1,KOCI 592405,7.25547,GasWell,39.999131,-80.106597
EQT PROD CO,1,KOCI 592406,7.25547,GasWell,39.999133,-80.106561
EQT PROD CO,1,KOCI 593962,7.2139,GasWell,39.99915,-80.106881
EQT PROD CO,1,KOCI 593963,7.24181,GasWell,39.999156,-80.106844
EQT PROD CO,1,KOCI 593964,7.19234,GasWell,39.999161,-80.106792
EQT PROD CO,1,KOCI 593965,7.19234,GasWell,39.999169,-80.106739
EQT PROD CO,1,KOCI 594302,7.21772,GasWell,39.999175,-80.106697
EQT PROD CO,1,KOCI 594303,7.3284,GasWell,39.999181,-80.106661
EQT PROD CO,1,KOCI 594304,7.27875,GasWell,39.999183,-80.106628
XTO ENERGY INC,1,JOHN O HILLEN 2,241.18565,GasWell,39.999778,-79.660925
DIVERSIFIED OIL & GAS LLC,1,SWIANTEK 1,16.49659,GasWell,40.000953,-79.700596
XTO ENERGY INC,1,JAMES G SIMON ETUX 11H,1.26703,GasWell,40.002358,-79.682439
XTO ENERGY INC,1,JAMES G SIMON ETAL 10H,3.87786,GasWell,40.002439,-79.682294
XTO ENERGY INC,1,JAMES G SIMON ETAL 9H,3.77155,GasWell,40.002533,-79.682167
CHEVRON APPALACHIA LLC,1,LEE UNIT 14H,428.47225,GasWell,40.003889,-79.814303
CNX GAS CO LLC,1,CNX MOR31GHS,18344.19318,GasWell,40.004261,-80.399261
CNX GAS CO LLC,1,CONRHEIN NV17BCV,278.03343,GasWell,40.004894,-80.287847
EQT PROD CO,1,COGAR 592744,1158.25409,GasWell,40.006103,-80.155994
EQT PROD CO,1,COGAR 592747,878.39236,GasWell,40.006153,-80.155847
EQT PROD CO,1,COGAR 593145,2910.35686,GasWell,40.006203,-80.155967
EQT PROD CO,1,COGAR 593146,1812.24354,GasWell,40.006219,-80.155917
EQT PROD CO,1,COGAR 593147,2166.18152,GasWell,40.006236,-80.155867
EQT PROD CO,1,COGAR 592753,9.61553,GasWell,40.006256,-80.155556
EQT PROD CO,1,COGAR 593148,1855.64485,GasWell,40.006256,-80.155819
EQT PROD CO,1,COGAR 593149,801.52076,GasWell,40.006272,-80.155769
EQT PROD CO,1,COGAR 592754,9.58978,GasWell,40.006275,-80.155508
EQT PROD CO,1,COGAR 593150,9.58978,GasWell,40.006289,-80.155722
EQT PROD CO,1,COGAR 592755,9.58978,GasWell,40.006292,-80.155458
EQT PROD CO,1,COGAR 593151,9.58978,GasWell,40.006306,-80.155672
EQT PROD CO,1,COGAR 593154,7.19234,GasWell,40.006322,-80.155625
EQT PROD CO,1,COGAR 593155,7.19234,GasWell,40.006339,-80.155575
EQT PROD CO,1,COGAR 593156,377.41978,GasWell,40.006358,-80.155528
EQT PROD CO,1,COGAR 593157,604.37771,GasWell,40.006375,-80.155478
EQT PROD CO,1,COGAR 593158,527.25349,GasWell,40.006392,-80.155431
EQT PROD CO,1,COGAR 593159,551.41974,GasWell,40.006408,-80.155381
EQT PROD CO,1,COGAR 593901,7.19234,GasWell,40.006425,-80.155333
DIVERSIFIED OIL & GAS LLC,1,LEE 11,7.27757,GasWell,40.006517,-79.805408
EQT PROD CO,1,HENDERSON 594006,7.17799,GasWell,40.006647,-80.244386
EQT PROD CO,1,HENDERSON 593453,35.78548,GasWell,40.00665,-80.244183
EQT PROD CO,1,HENDERSON 593454,7.11554,GasWell,40.006664,-80.244233
EQT PROD CO,1,HENDERSON 594005,1791.25241,GasWell,40.006664,-80.244433
EQT PROD CO,1,HENDERSON 593465,901.89058,GasWell,40.006692,-80.244533
EQT PROD CO,1,HENDERSON 593456,1913.45472,GasWell,40.006694,-80.244333
EQT PROD CO,1,HENDERSON 593457,1347.08075,GasWell,40.006708,-80.244383
EQT PROD CO,1,HENDERSON 593458,677.41375,GasWell,40.006725,-80.244433
EQT PROD CO,1,HENDERSON 593459,524.78141,GasWell,40.006739,-80.244483
CHEVRON APPALACHIA LLC,1,ADDLEMAN 1H-A,220.541,GasWell,40.008075,-80.074436
CNX GAS CO LLC,1,CONRHEIN NV16CV,250.66734,GasWell,40.008206,-80.299344
XTO ENERGY INC,1,JOSEPH GREEN 5,1.26704,GasWell,40.008228,-79.650108
XTO ENERGY INC,1,JOSEPH GREEN ET AL 7H,3.3892,GasWell,40.008283,-79.649969
XTO ENERGY INC,1,JOSEPH GREEN ET AL 6H,1.26701,GasWell,40.008319,-79.649797
EQT PROD CO,1,EALY 593332,0.28254,GasWell,40.008467,-80.393192
EQT PROD CO,1,EALY 593335,0.28254,GasWell,40.008536,-80.393247
EQT PROD CO,1,EALY 593343,226.2752,GasWell,40.008544,-80.393128
EQT PROD CO,1,EALY 593344,360.68266,GasWell,40.008567,-80.393144
EQT PROD CO,1,EALY 593345,154.32344,GasWell,40.008592,-80.393164
CNX GAS CO LLC,1,CONRHEIN NV15CCV,279.73337,GasWell,40.009422,-80.286181
DIVERSIFIED OIL & GAS LLC,1,PALANKEY 2,7.27757,GasWell,40.009466,-79.628483
XTO ENERGY INC,1,HELEN K BUKOVAC 4H,4.68783,GasWell,40.010133,-79.672622
CHEVRON APPALACHIA LLC,1,YANOSKY 5H,234.12141,GasWell,40.010322,-80.018461
EQT PROD CO,1,GALLAGHER 592061,7.19234,GasWell,40.010633,-80.2172
EQT PROD CO,1,GALLAGHER 592060,7.19234,GasWell,40.010669,-80.217181
EQT PROD CO,1,GALLAGHER 592719,7.19234,GasWell,40.010672,-80.217261
EQT PROD CO,1,GALLAGHER 592059,7.19234,GasWell,40.010708,-80.217161
EQT PROD CO,1,GALLAGHER 592720,7.19234,GasWell,40.010711,-80.217242
EQT PROD CO,1,GALLAGHER 592058,7.19234,GasWell,40.010747,-80.217142
EQT PROD CO,1,GALLAGHER 592721,7.19234,GasWell,40.01075,-80.217222
EQT PROD CO,1,GALLAGHER 592057,7.19234,GasWell,40.010786,-80.217122
EQT PROD CO,1,GALLAGHER 592722,7.19234,GasWell,40.010789,-80.217203
EQT PROD CO,1,GALLAGHER 592056,7.19234,GasWell,40.010825,-80.217103
EQT PROD CO,1,GALLAGHER 592723,7.19234,GasWell,40.010825,-80.217181
EQT PROD CO,1,GALLAGHER 592055,7.19234,GasWell,40.010861,-80.217083
EQT PROD CO,1,GALLAGHER 592054,7.19234,GasWell,40.0109,-80.217064
EQT PROD CO,1,GALLAGHER 592053,7.19234,GasWell,40.010939,-80.217044
EQT PROD CO,1,GALLAGHER 592052,7.21827,GasWell,40.010978,-80.217025
DIVERSIFIED OIL & GAS LLC,1,CLARKE 14,7.29806,GasWell,40.010986,-79.63181
EQT PROD CO,1,GALLAGHER 592051,13.84819,GasWell,40.011017,-80.217006
DIVERSIFIED OIL & GAS LLC,1,SKIRPAN UNIT 2H,114.75425,GasWell,40.011889,-79.879932
DIVERSIFIED OIL & GAS LLC,1,SKIRPAN UNIT 1,16.49659,GasWell,40.01192,-79.879921
CNX GAS CO LLC,1,CONRHEIN NV-29-DHS,261.18257,GasWell,40.012864,-80.277622
DIVERSIFIED OIL & GAS LLC,1,HAMMEL 1,7.28824,GasWell,40.016114,-80.073419
SWN PROD CO LLC,1,SUSAN SCOFIELD WAS 5H,0.38556,GasWell,40.017031,-80.4787
SWN PROD CO LLC,1,SUSAN SCOFIELD WAS 3H,1677.10064,GasWell,40.017056,-80.478667
SWN PROD CO LLC,1,SUSAN SCOFIELD WAS 1H,0.38556,GasWell,40.017092,-80.478736
XTO ENERGY INC,1,KERMIT M KENNEDY ET AL 6,1.26701,GasWell,40.017272,-79.65972
DIVERSIFIED OIL & GAS LLC,1,SITTLER 1,9.58232,GasWell,40.017886,-79.73058
XTO ENERGY INC,1,MELVIN R TISSUE ET AL 11H,1.26705,GasWell,40.019189,-79.656761
CNX GAS CO LLC,1,CONRHEIN NV30BHS,256.52069,GasWell,40.019572,-80.268864
SWN PROD CO LLC,1,BERNARD MCCULLEY WAS 6H,0.38556,GasWell,40.019939,-80.496058
SWN PROD CO LLC,1,BERNARD MCCULLEY WAS 8H,2535.3435,GasWell,40.019964,-80.496097
SWN PROD CO LLC,1,BERNARD MCCULLEY WAS 10H,0.38556,GasWell,40.019983,-80.496014
SWN PROD CO LLC,1,BERNARD MCCULLEY UP WAS 4H,0.38556,GasWell,40.020006,-80.496053
SWN PROD CO LLC,1,BERNARD MCCULLEY WAS 5H,0.38556,GasWell,40.020031,-80.496094
DIVERSIFIED OIL & GAS LLC,1,BALAZICK 8H,115.03495,GasWell,40.020044,-80.166083
CHEVRON APPALACHIA LLC,1,BALAZICK 9H,200.36565,GasWell,40.020053,-80.166044
CNX GAS CO LLC,1,CONRHEIN NV13EHS,242.29452,GasWell,40.020111,-80.285444
XTO ENERGY INC,1,GEORGE F JOSEPH 11H,1.26702,GasWell,40.020536,-79.678142
XTO ENERGY INC,1,GEORGE F JOSEPH 10H,1.26666,GasWell,40.020536,-79.678322
EQT PROD CO,1,GAHAGAN ELS72H25,179.33744,GasWell,40.021494,-80.102244
EQT PROD CO,1,GAHAGAN ELS72H40,169.18775,GasWell,40.021508,-80.102322
SWN PROD CO LLC,1,MARLIN FUNKA UP WAS 9H,1487.11433,GasWell,40.021522,-80.504628
DIVERSIFIED OIL & GAS LLC,1,SHOUP 4,7.29421,GasWell,40.021523,-80.032626
EQT PROD CO,1,GAHAGAN ELS72H26,120.49002,GasWell,40.021533,-80.10225
EQT PROD CO,1,GAHAGAN ELS72H41,180.8913,GasWell,40.021547,-80.102325
EQT PROD CO,1,GAHAGAN ELS72H27,84.85956,GasWell,40.021572,-80.102253
EQT PROD CO,1,GAHAGAN ELS72H42,95.85653,GasWell,40.021586,-80.102331
XTO ENERGY INC,1,GEORGE F JOSEPH ET AL 13H,1.26736,GasWell,40.021644,-79.675569
RANGE RESOURCES APPALACHIA LLC,1,WHITMER THOMAS UNIT 2H,28.40793,GasWell,40.023297,-80.242331
CNX GAS CO LLC,1,CONRHEIN NV31BHS,252.63117,GasWell,40.0239,-80.266581
XTO ENERGY INC,1,STEVENS UNIT 1H,1.26723,GasWell,40.027158,-79.655672
XTO ENERGY INC,1,STEVENS UNIT 2H,1.26703,GasWell,40.027236,-79.655525
CHEVRON APPALACHIA LLC,1,LATKANICH UNIT 1H,462.92366,GasWell,40.028517,-80.047392
CHEVRON APPALACHIA LLC,1,MARYNCHAK UNIT 1H,1125.49388,GasWell,40.029375,-79.955711
RANGE RESOURCES APPALACHIA LLC,1,KEARNEY RICHARD UNIT 1H,46.98062,GasWell,40.029497,-80.214289
EQT PROD CO,1,IAMS 590550,7.96858,GasWell,40.030776,-80.152438
EQT PROD CO,1,IAMS 590346,8.24869,GasWell,40.030831,-80.152438
EQT PROD CO,1,IAMS 590348,7.96858,GasWell,40.030887,-80.152438
CNX GAS CO LLC,1,CONRHEIN NV32AHS,253.73731,GasWell,40.031239,-80.269086
DIVERSIFIED OIL & GAS LLC,1,HAMMEL UNIT 2,7.27757,GasWell,40.031358,-80.068236
EQT PROD CO,1,HUNTER AMT113H8,445.34834,GasWell,40.03181,-80.14084
CNX GAS CO LLC,1,CONSOL NV57CHS,292.61773,GasWell,40.032044,-80.318861
RANGE RESOURCES APPALACHIA LLC,1,ELLIOTT JOHN 11826 7H,3.47263,GasWell,40.032339,-80.187833
LPR ENERGY LLC,1,R MILLER UNIT 1H,674.4873,GasWell,40.033639,-79.184944
DIVERSIFIED OIL & GAS LLC,1,ECKERD 1,7.27757,GasWell,40.034614,-80.051786
EQT PROD CO,1,HUNTER AMT113H1,237.84237,GasWell,40.034617,-80.131858
EQT PROD CO,1,HUNTER AMT113H2,404.91133,GasWell,40.034644,-80.131819
EQT PROD CO,1,HUNTER AMT113H3,368.24351,GasWell,40.034675,-80.131781
EQT PROD CO,1,HUNTER AMT113H4,322.87845,GasWell,40.034703,-80.131744
EQT PROD CO,1,HUNTER AMT113H5,326.32134,GasWell,40.034731,-80.131706
EQT PROD CO,1,HUNTER AMT113H6,392.78248,GasWell,40.034761,-80.131667
EQT PROD CO,1,HUNTER AMT113H7,429.11279,GasWell,40.034789,-80.131628
CHEVRON APPALACHIA LLC,1,ROSA UNIT 10H,1324.7046,GasWell,40.035347,-79.773372
CNX GAS CO LLC,1,SHYMCHYK NV56AHS,1067.75329,GasWell,40.036375,-80.336917
CHEVRON APPALACHIA LLC,1,ECKERD UNIT 4H,227.83838,GasWell,40.038083,-80.050981
RANGE RESOURCES APPALACHIA LLC,1,LINDLEY JOHN UNIT 4H,21.29538,GasWell,40.038419,-80.291497
DIVERSIFIED OIL & GAS LLC,1,HOSLER 8,9.60472,GasWell,40.038908,-79.811022
CHEVRON APPALACHIA LLC,1,SARGENT UNIT 10H,1933.77373,GasWell,40.039494,-80.067297
CNX GAS CO LLC,1,CRUM NV55AHS,1090.44764,GasWell,40.040325,-80.352428
DIVERSIFIED OIL & GAS LLC,1,HOSLER 7,7.27757,GasWell,40.042714,-79.812238
CHEVRON APPALACHIA LLC,1,DONAHOO UNIT 10H,923.65243,GasWell,40.04365,-80.121336
RANGE RESOURCES APPALACHIA LLC,1,BURNSWORTH S&T UNIT 11H,50.33109,GasWell,40.044092,-80.161681
RANGE RESOURCES APPALACHIA LLC,1,STRAWN ROBERT UNIT 3H,50.31227,GasWell,40.045536,-80.251689
CHEVRON APPALACHIA LLC,1,BERCOSKY UNIT 10H,1151.10727,GasWell,40.046425,-80.100853
CHEVRON APPALACHIA LLC,1,COCHRAN UNIT 22H,357.60014,GasWell,40.049239,-79.636886
CHEVRON APPALACHIA LLC,1,CONNELLSVILLE SPORTSMEN'S ASSOC UNIT 7H,201.95354,GasWell,40.050308,-79.573314
CHEVRON APPALACHIA LLC,1,BERCOSKY UNIT 8H,393.97733,GasWell,40.050656,-80.099031
RANGE RESOURCES APPALACHIA LLC,1,STEN UNIT 5H,60.4666,GasWell,40.051289,-80.285489
HG ENERGY II APPALACHIA LLC,1,COFFIELD/GOTTSCHALK NV34AHS,1002.48885,GasWell,40.051644,-80.319061
CHEVRON APPALACHIA LLC,1,HAMBLETON UNIT 1H,1213.09317,GasWell,40.055533,-80.134492
HG ENERGY II APPALACHIA LLC,1,LAMPERSKI NV58AHS,1035.88106,GasWell,40.059022,-80.311183
RICE DRILLING B LLC,1,CAPTAIN JACK SPARROW 1H,19.35917,GasWell,40.063014,-79.989097
RICE DRILLING B LLC,1,CAPTAIN JACK SPARROW 2H,17.06466,GasWell,40.063089,-79.989119
RICE DRILLING B LLC,1,CAPTAIN JACK SPARROW 3H,17.06466,GasWell,40.0631,-79.988958
RICE DRILLING B LLC,1,CAPTAIN JACK SPARROW 5H,14.66721,GasWell,40.063175,-79.988978
RICE DRILLING B LLC,1,CAPTAIN JACK SPARROW 9H,14.66721,GasWell,40.063186,-79.988817
RICE DRILLING B LLC,1,CAPTAIN JACK SPARROW 7H,14.66721,GasWell,40.063217,-79.988908
RANGE RESOURCES APPALACHIA LLC,1,FARABEE MATTHEW UNIT 1H,15.71376,GasWell,40.063358,-80.204303
RANGE RESOURCES APPALACHIA LLC,1,HAMILTON ROBERT UNIT 1H,245.77187,GasWell,40.063586,-80.438303
RANGE RESOURCES APPALACHIA LLC,1,CASTRO ET AL UNIT 3H,50.31227,GasWell,40.064164,-80.275808
CHEVRON APPALACHIA LLC,1,LESTER UNIT 4H,1147.13223,GasWell,40.065558,-79.824722
CNX GAS CO LLC,1,BEDILLION NV61AHS,1472.29033,GasWell,40.066233,-80.380175
RANGE RESOURCES APPALACHIA LLC,1,JOHNSON GERALD UNIT 1H,96.00842,GasWell,40.066275,-79.94665
EQT PROD CO,1,JT FARM 593017,0.28254,GasWell,40.067378,-80.396708
EQT PROD CO,1,JT FARM 593016,0.28254,GasWell,40.067389,-80.396742
EQT PROD CO,1,JT FARM 593014,0.28254,GasWell,40.067408,-80.396808
CNX GAS CO LLC,1,CONSOL NV36CHS,273.44144,GasWell,40.067558,-80.303933
RANGE RESOURCES APPALACHIA LLC,1,GREAVES THOMAS 10428 1H,344.03913,GasWell,40.072539,-80.512036
EQT PROD CO,1,F I MONINGER 590034,18.767,GasWell,40.072667,-80.197778
EQT PROD CO,1,F I MONINGER 592370,5.08534,GasWell,40.072733,-80.197911
CHEVRON APPALACHIA LLC,1,HAMBORSKY UNIT 12H,359.64362,GasWell,40.072761,-79.577281
EQT PROD CO,1,F I MONINGER 592369,4.79489,GasWell,40.072772,-80.197922
EQT PROD CO,1,F I MONINGER 592368,4.79489,GasWell,40.072811,-80.197936
EQT PROD CO,1,F I MONINGER 592367,4.79489,GasWell,40.072853,-80.19795
EQT PROD CO,1,F I MONINGER 592366,7.19234,GasWell,40.072892,-80.197964
EQT PROD CO,1,F I MONINGER 592365,7.19234,GasWell,40.072931,-80.197975
EQT PROD CO,1,F I MONINGER 592364,7.19234,GasWell,40.072972,-80.197989
EQT PROD CO,1,F I MONINGER 592363,7.19234,GasWell,40.073011,-80.198003
EQT PROD CO,1,F I MONINGER 592371,4.79489,GasWell,40.07305,-80.198014
EQT PROD CO,1,F I MONINGER 592372,4.79489,GasWell,40.073092,-80.198028
EQT PROD CO,1,F I MONINGER 594315,4.85802,GasWell,40.073131,-80.198042
EQT PROD CO,1,F. I. MONINGER 594874,4.85802,GasWell,40.073225,-80.198072
HG ENERGY II APPALACHIA LLC,1,CONSOL NV60DHS,1092.23458,GasWell,40.074517,-80.346478
RANGE RESOURCES APPALACHIA LLC,1,DAY L & L UNIT 1H,187.7738,GasWell,40.075811,-80.2457
RICE DRILLING B LLC,1,ZORRO 8H,7.53801,GasWell,40.077122,-80.062706
RICE DRILLING B LLC,1,ZORRO 10H,10.25731,GasWell,40.077156,-80.062764
RICE DRILLING B LLC,1,ZORRO 6H,1515.20808,GasWell,40.077192,-80.062678
RICE DRILLING B LLC,1,ZORRO 14H,926.09227,GasWell,40.077225,-80.062875
RICE DRILLING B LLC,1,ZORRO 4H,7.53801,GasWell,40.077228,-80.062736
RICE DRILLING B LLC,1,ZORRO 12H,7.53801,GasWell,40.077258,-80.062931
RICE DRILLING B LLC,1,ZORRO 2H,7.53801,GasWell,40.077261,-80.062792
RICE DRILLING B LLC,1,CP 3H,9.58978,GasWell,40.077356,-80.184408
RICE DRILLING B LLC,1,ZORRO 7H,7.53801,GasWell,40.077358,-80.062958
RICE DRILLING B LLC,1,CP 4H,9.58978,GasWell,40.077358,-80.183981
RICE DRILLING B LLC,1,CP 5H,9.58978,GasWell,40.077369,-80.184319
RICE DRILLING B LLC,1,CP 1H,12.04962,GasWell,40.077517,-80.184042
HG ENERGY II APPALACHIA LLC,1,CONSOL NV38AHS,999.07199,GasWell,40.077872,-80.302739
RANGE RESOURCES APPALACHIA LLC,1,SIERZEGA UNIT 11H,30.08501,GasWell,40.078472,-80.224472
HG ENERGY II APPALACHIA LLC,1,CONSOL NV39AHS,989.4507,GasWell,40.080178,-80.295897
RICE DRILLING B LLC,1,MAD DOG 2020 1H,1225.20288,GasWell,40.081603,-80.020733
RICE DRILLING B LLC,1,MAD DOG 2020 3H,19.4621,GasWell,40.081661,-80.020683
RICE DRILLING B LLC,1,MAD DOG 2020 0H,22.07088,GasWell,40.081669,-80.020783
RICE DRILLING B LLC,1,MAD DOG 2020 5H,17.06466,GasWell,40.081719,-80.020636
RICE DRILLING B LLC,1,MAD DOG 2020 9H,17.06466,GasWell,40.081786,-80.020686
RICE DRILLING B LLC,1,MAD DOG 2020 11H,22.07088,GasWell,40.081842,-80.020639
RICE DRILLING B LLC,1,RUMPELSTILTSKIN 2H,84.12532,GasWell,40.081875,-80.044022
RICE DRILLING B LLC,1,RUMPELSTILTSKIN 4H,14.596,GasWell,40.081908,-80.043944
RICE DRILLING B LLC,1,RUMPELSTILTSKIN 6H,9.58978,GasWell,40.081944,-80.043867
RICE DRILLING B LLC,1,RUMPELSTILTSKIN 8H,9.58978,GasWell,40.081978,-80.043789
RICE DRILLING B LLC,1,WIGGIN OUT 6H,16.78212,GasWell,40.082556,-80.034311
DIVERSIFIED OIL & GAS LLC,1,REDMAN UNIT 30,7.27757,GasWell,40.082602,-79.834431
RICE DRILLING B LLC,1,WIGGIN OUT 4H,16.78212,GasWell,40.082625,-80.034308
RICE DRILLING B LLC,1,WIGGIN OUT 8H,16.78212,GasWell,40.082692,-80.034308
RICE DRILLING B LLC,1,WIGGIN OUT 10H,408.06138,GasWell,40.082761,-80.034306
RICE DRILLING B LLC,1,WIGGIN OUT 2H,21.78834,GasWell,40.082831,-80.034303
RANGE RESOURCES APPALACHIA LLC,1,GENERAL REFRACTORIES UNIT 5,3.06022,GasWell,40.084257,-79.709018
DIVERSIFIED OIL & GAS LLC,1,BURNSIDE 8,7.29229,GasWell,40.084771,-79.811883
RANGE RESOURCES APPALACHIA LLC,1,SHELLER GENE 11300 2H,682.30028,GasWell,40.08485,-80.435408
DIVERSIFIED OIL & GAS LLC,1,REDMAN 29,7.27757,GasWell,40.086233,-79.83635
CHEVRON APPALACHIA LLC,1,ROSUL UNIT 1H,928.61793,GasWell,40.0876,-79.792428
CHEVRON APPALACHIA LLC,1,ROSUL UNIT 5H,489.99915,GasWell,40.087967,-79.801267
EQT PROD CO,1,HILL UNIT 2H,9.66897,GasWell,40.088119,-79.97413
EQT PROD CO,1,HILL UNIT 3H,9.58978,GasWell,40.088199,-79.974157
RICE DRILLING B LLC,1,HULK 2H,7.47488,GasWell,40.088242,-80.185858
RICE DRILLING B LLC,1,HULK 1H,10.91507,GasWell,40.088314,-80.185894
RICE DRILLING B LLC,1,HULK 4H,7.47488,GasWell,40.088406,-80.185667
RICE DRILLING B LLC,1,HULK 6H,5.07743,GasWell,40.088489,-80.185572
RICE DRILLING B LLC,1,MOJO 1H,269.12268,GasWell,40.088528,-80.212194
RICE DRILLING B LLC,1,HULK 8H,5.07743,GasWell,40.088531,-80.185525
RICE DRILLING B LLC,1,LUSK 1H,13.20862,GasWell,40.0887,-79.998153
RICE DRILLING B LLC,1,LUSK 3H,9.87232,GasWell,40.08875,-79.998181
RICE DRILLING B LLC,1,MOJO 2H-A,9.58978,GasWell,40.08875,-80.212667
RICE DRILLING B LLC,1,MOJO 3H,9.58978,GasWell,40.088781,-80.212725
RICE DRILLING B LLC,1,LUSK 5H,14.66721,GasWell,40.088803,-79.998206
RICE DRILLING B LLC,1,MOJO 4H,9.58978,GasWell,40.088811,-80.212786
RICE DRILLING B LLC,1,LUSK 7H,14.66721,GasWell,40.088853,-79.998233
RANGE RESOURCES APPALACHIA LLC,1,YEAGER UNIT 1H,58.49021,GasWell,40.091328,-80.227842
DIVERSIFIED OIL & GAS LLC,1,OLEXA 9,7.2861,GasWell,40.091499,-79.810824
RICE DRILLING B LLC,1,MONO 7H,14.66721,GasWell,40.091567,-80.148069
RICE DRILLING B LLC,1,MONO 4H,17.06466,GasWell,40.091583,-80.147581
RICE DRILLING B LLC,1,MONO 5H,17.12059,GasWell,40.091628,-80.148186
RICE DRILLING B LLC,1,MONO 3H,17.06466,GasWell,40.091686,-80.148306
RICE DRILLING B LLC,1,MONO 1H,19.53642,GasWell,40.091689,-80.148178
HG ENERGY II APPALACHIA LLC,1,CONRHEIN NV41AHS,1003.72817,GasWell,40.092242,-80.298464
RANGE RESOURCES APPALACHIA LLC,1,HUNTER JOHN UNIT 1H,3482.55563,GasWell,40.095414,-80.472594
DIVERSIFIED OIL & GAS LLC,1,OLEXA 8,5.00588,GasWell,40.095941,-79.806738
RICE DRILLING B LLC,1,BRUCE WAYNE B 7H,12.26977,GasWell,40.096333,-80.057086
RICE DRILLING B LLC,1,BRUCE WAYNE A 3H,14.91406,GasWell,40.096386,-80.057197
RICE DRILLING B LLC,1,BRUCE WAYNE A 5H,12.26977,GasWell,40.096486,-80.057256
RICE DRILLING B LLC,1,BRUCE WAYNE A 1H,18.08435,GasWell,40.096586,-80.057311
HG ENERGY II APPALACHIA LLC,1,CONSOL NV42AHS,1027.49984,GasWell,40.096636,-80.290519
RICE DRILLING B LLC,1,CAPTAIN USA 1H,14.46592,GasWell,40.097225,-80.0997
RICE DRILLING B LLC,1,CAPTAIN USA 7H,26.3719,GasWell,40.097283,-80.099578
RICE DRILLING B LLC,1,CAPTAIN USA 3H,14.38467,GasWell,40.097283,-80.099747
